,count,hate_speech,offensive_language,neither,class,tweet
10656,6,0,6,0,1,got respect hoe shit
10657,3,0,3,0,1,got mani hors hoe say gorgeous tha air dat dor is
10658,3,0,3,0,1,got bitch as cowork stay late everi day last wek complain mfs stay late send email left
10659,3,0,3,0,1,got lightskin pusi one time bitch damn near bout propos
10660,6,0,6,0,1,got yard work ned done got rt control excit sir let go tena bitch
10661,3,0,3,0,1,got someth as kep think pusi
10662,3,0,3,0,1,got so mani funi pictur yesterday face tear joy loud cri face bitch fuce
10663,3,0,3,0,1,got stret head lock got yo bitch leg lock
10664,3,0,3,0,1,got stret ina headlock got yo bitch ina leg lock fuck fed cop cros mark
10665,3,0,3,0,1,got stret ina headlock got yo bitch ina leg lock
10666,3,0,3,0,1,got stretz ina head lock got yo bitch ina leg lock
10667,3,0,3,0,1,got dominican hoe random hit everi often amp tel like tryna rob me
10668,3,0,3,0,1,got rot ber chilin fridg ima crack bitch open few
10669,3,0,1,2,2,got get trash make breakfast frau start laundri x god til get back cracker out
10670,3,0,3,0,1,got yo bitch dick whipe
10671,3,0,3,0,1,got lot hoe dick
10672,3,0,3,0,1,gota bad bitch bake coki
10673,3,0,3,0,1,gota admit use tel bitch everyth want hear bighead chang way lil bit
10674,3,0,3,0,1,gota bad bitch alway got hair fix alway n mal wit friend buy outfit
10675,3,0,3,0,1,gota big head yah bitch think crown size
10676,3,1,2,0,1,gota bitch suck dick til nut spit gut slurp shit back ai slut
10677,3,0,3,0,1,gota botl liq crib get hite dat bitch bare weari face liq dat is
10678,3,0,3,0,1,gota get da getin god niguh
10679,3,0,3,0,1,gota give de blasio credit man word nypd arest niga wed anymor hahahaha fuck you bitch
10680,3,0,0,3,2,grew hate blond primari color weav would stop request god mouthwork
10681,3,0,3,0,1,grew ina jungl wit gorila snake amp bird as niga monkey snake bird
10682,3,1,2,0,1,grew nigah trust nigah love nigah
10683,3,0,2,1,1,guarant b hot twat tonight drese lege open to shoe
10684,6,0,6,0,1,gue come bitch peopl expresionl face
10685,3,0,3,0,1,gue bitch got twist think weak someth lok weak lok scari lok like somebodi fina pick w
10686,3,0,3,0,1,gue nica think owe money long forget unamus face unamus face
10687,3,1,2,0,1,gue none dez rapin as niga wana throw dem bitch wit da big homi
10688,3,0,3,0,1,gue oh bitch ha
10689,3,0,3,0,1,fag space ae hour excus confus whereshitgo
10690,3,1,2,0,1,date wit iren nd bitch stod mater fact stod da whole citi thanx fuck cunt iren ur as greas
10691,3,0,3,0,1,dope as parlay wek san fran woulda hoe ran back pick shit rige yo
10692,3,0,3,0,1,dream th grade clas except curent self rememb think quot crazi becom hoe moron quot
10693,3,0,3,0,1,dumba dr c like dumb bitch
10694,3,0,0,3,2,froyo browni diner tonight adult make execut decis
10695,3,0,3,0,1,like one bitch alway shit caus fuck drama
10696,3,0,2,1,1,boldest side hoe come front girl nd start touchin niguh
10697,3,0,3,0,1,hug block bitch wave it
10698,6,0,6,0,1,tel bitch want love
10699,3,0,3,0,1,unfolow crazi asian bitch earlier lol play
10700,3,1,2,0,1,wack dick start mese white hoe stuck around amp let young gon practic em
10701,3,0,3,0,1,hard text back hoe love phone me
10702,3,0,0,3,2,hate quot chunki quot pasta sauc kep peski veget way me
10703,3,0,0,3,2,hate hashtag activ lie think trash
10704,3,0,3,0,1,hate quot think know head type bitch foh quot
10705,3,1,2,0,1,hate quot hack k quot as hoe
10706,3,1,2,0,1,hate quot use talk quot niga bitch like foh hater unamus face never talk u jus know em
10707,3,0,3,0,1,hate bitch love bitch say love niga confus as bitch gon x gay bitch straight bitch
10708,3,0,3,0,1,hate get shit done as niguh
10709,3,1,2,0,1,hate extra as bitch extra as niga much stop unecesari
10710,3,1,2,0,1,hate nosey bitch like mind yah busin
10711,7,3,4,0,1,hate ol fat disgust walmart work as bitch
10712,3,0,3,0,1,hate stuck bitch like stfu ai shit special
10713,3,1,2,0,1,hate trash bad bitch
10714,3,1,2,0,1,hate wishi washi bitch
10715,3,2,1,0,0,hate industri fag hope get nigerian sumer flu
10716,3,1,2,0,1,hate baldheada bitch expresionl face
10717,3,0,0,3,2,hate profil quot countri quot quot hick quot eric dean vestal make hapi anyth els ok hand wave hand
10718,3,1,2,0,1,hate bitch made niga think son get pusi theyr bad as your junior bang freshman bitchniga
10719,3,1,2,0,1,hate bitch ugli fat bitch worst
10720,3,0,3,0,1,hate bitch fish compliment
10721,3,0,3,0,1,hate bitch atitud time
10722,3,0,3,0,1,hate bitch wear fake as ray ban stop cheap
10723,3,0,3,0,1,hate bitch think everyon want nasti as like rais hand cute unamus face
10724,3,0,3,0,1,hate bitch bad eyebrow
10725,3,0,3,0,1,hate bitch thick eyebrow
10726,3,1,2,0,1,hate bitch thirsti as bitch
10727,3,0,3,0,1,hate drink everyon fuck bore fuck guy fun pusi victori hand
10728,3,3,0,0,0,hate dumb bitch
10729,9,7,2,0,0,hate fat bitch
10730,3,0,3,0,1,hate femal push ase walk know lok like retard flamingo right
10731,3,1,2,0,1,hate gheto bitch pasion
10732,3,0,3,0,1,hate go parti reali fat bitch go act like theyr shit theyr parti like damn nesi im to
10733,3,0,3,0,1,hate hoe
10734,3,0,3,0,1,hate hoe loke nice nshit hair nail done kid lok like bare surviv tornado
10735,3,0,3,0,1,hate girl bitch e v e r h n g
10736,3,0,1,2,2,hate dog name sound gheto neutral face
10737,3,0,3,0,1,hate peopl talk loud ignor as mother fucker gheto peopl
10738,3,1,2,0,1,hate preti bitch chil lame niga
10739,3,0,3,0,1,hate pule store niga stare like never sen bitch drive car rim system
10740,3,0,3,0,1,hate pumpkin flavor item white bitch crazi nasti face medic mask
10741,3,0,3,0,1,hate ratchet countri hoe asham
10742,4,1,3,0,1,hate self rightous black bitch
10743,3,0,3,0,1,hate self rightous bitch general peopl reali get fuck nerv sometim
10744,3,0,3,0,1,hate stupid bitch cri stupid reason
10745,3,0,3,0,1,hate takin trash alway expect big as dog aley like racon jump dumpster
10746,3,0,3,0,1,hate text bore bitch
10747,3,0,0,3,2,hate wake earli morn drink fact cold yelow gatorad fridg get hapi
10748,3,0,3,0,1,hate hoe ai bout shit
10749,3,0,3,0,1,hate hoe oml oncom fist oncom fist oncom fist oncom fist pout face
10750,3,2,1,0,0,hate mom say tri move like bitch reason quot tri quot place live
10751,3,1,2,0,1,hate one random tear come blink anxious face sweat like niga stop bitch anger symbol
10752,3,1,0,2,2,hate we boy wae squinti eye game throne suchaprick hopehegetskil
10753,3,1,2,0,1,hate asign seat sit anoy bitch whole clas
10754,3,1,2,0,1,hate f ing bus hate f ing bus high ho dairi hate f ing bus
10755,3,3,0,0,0,hate gheto trash special schol acro stret build grow crimin
10756,3,3,0,0,0,hate white trash cop rape murder infant daughter son
10757,3,0,3,0,1,hate hoe lok thick front pas u amp as mise
10758,3,0,3,0,1,hate coki built bitch face tear joy
10759,3,1,2,0,1,hate kid clas alway complain bitch douch teacher
10760,3,1,2,0,1,hate tht hoe make hard talk dont get topic dont get popin dont end stopin wont i
10761,3,0,3,0,1,hate twiter bunch sexi bitch have
10762,3,0,3,0,1,hate txtn nigah man lol
10763,3,0,3,0,1,hate se thick bitch instagram show loke like tedi graham
10764,3,0,3,0,1,hate upload pic caption say quot son quot someon ask quot omg son quot bitch found outsid
10765,3,0,3,0,1,hate bitch take compliment quot preti quot quot ugli quot quot wel shit ugli damn
10766,3,1,2,0,1,hate bitch got fuck teth tryna smile pictur tf lmfao
10767,3,0,3,0,1,hate girl quot singl singl shit lil thoti cuf problem quot like bitch rko as
10768,3,0,3,0,1,hate bitch quot think quot smh
10769,3,0,3,0,1,hate bitch like quot love much lt quot
10770,3,0,3,0,1,hate bitch get lame thumb down
10771,3,0,3,0,1,hate bitch kep say quot yas like quot like bitch u sound stupid stfu
10772,3,0,3,0,1,hate bitch wana talk bf break theyr break bf niga fuck inbox
10773,3,0,3,0,1,hate bitch post pictur cute bitch tag em low key selfish fuck
10774,3,0,3,0,1,hate bitch say quot bro quot quot bruh quot
10775,3,0,3,0,1,hate bitch think expect someth return buy cheap as gift fod life let live
10777,3,1,2,0,1,hate bitch tri talk shit chipe nail
10778,3,2,1,0,0,hate black peopl tri white bad niger
10779,3,0,3,0,1,hate cute as girl wack af boyfriend like bitch your setl quit setl real niga
10780,3,1,0,2,2,hate femal tri sound like bird head
10781,6,2,4,0,1,hate girl say quot singl heart taken quot bitch niga love hoe move on
10782,3,0,3,0,1,hate girl say quot singl heart taken quot bitch niga love move on
10783,3,1,2,0,1,hate girl say quot forev alon quot like shut quot forev hoe quot forev alon shut get dick breath me
10784,3,0,3,0,1,hate hoe tri play wifey rol
10785,3,0,3,0,1,hate hoe twet quot hoe quot okay aint hypocrit
10786,3,0,3,0,1,hate se cold hoe tryna kick knowledg
10787,3,0,3,0,1,hate best friend get new bitch bare chil me
10788,3,1,2,0,1,hate niga come tel got bitch twiter got bitch fuc wit lol smh
10789,3,1,2,0,1,hate peopl ask shot ned pusi shit biger unswol niga wave hand
10790,3,0,3,0,1,hate peopl cal quot mate quot england fuck twat
10791,3,1,2,0,1,hate peopl teribl cope skil complain much oh mom die stop pusi
10792,3,0,3,0,1,hate peopl random stop talk like give reason bitch
10793,3,0,3,0,1,hate peopl organ plan end reach destin bitch ask here
10794,3,2,1,0,0,hate peopl tel mani tato make lok ugli like bitch fuck you
10795,3,0,3,0,1,hate peopl twef delet twet like yal hoe tri read them
10796,3,0,3,0,1,hate pl break fight like idc best friend sister whatev let bitch fight ctfu
10797,3,0,3,0,1,hate pl come hous make mes bathrom like bitch come hous play sink no
10798,3,1,2,0,1,hate litl white kid tri act black like bitch white
10799,3,2,1,0,0,hate white trash tri act like equal make much clearer white trash are
10800,3,0,3,0,1,hate yal would delet twiter somethin beter bitch as niga
10801,3,0,0,3,2,hate yelow jacket fel arm back lol
10802,3,2,1,0,0,hate nica lol
10803,3,0,3,0,1,hoe rais hand
10804,3,0,3,0,1,bitch face bitch voic match kinda hard make friend
10805,3,0,0,3,2,fele tonight trash
10806,3,0,3,0,1,extra as unecesari cloth amp cay wana act like lit hoe
10807,3,0,3,0,1,beter thing like drive yelow fuck lamborghini
10808,3,0,3,0,1,finali come term fact highest bitch level eat nedasnickersanda piec
10809,3,0,3,0,1,work done day get everybodi els scramblin x sunday day rest bitch
10810,3,0,0,3,2,never actuali sen yelow duck
10811,3,1,0,2,2,cloth make lok like redneck tri best face tear joy
10812,3,0,3,0,1,hoe man ned though slepe face
10813,3,1,2,0,1,respect peopl cheat shit retard
10814,3,0,2,1,1,oficiali earn right bitch thing next two year yay
10815,3,1,2,0,1,one day fuck schol god nansemond fuck retard
10816,3,0,0,3,2,reali light color eyebrow naturali ok
10817,3,0,3,0,1,horibl perspect time think might retard smh
10818,3,1,2,0,1,bitch runin wen dat pipe come damn
10819,3,0,0,3,2,dres tomorow mock interview stil know tie tie unamus face
10820,3,1,2,0,1,hide bitch sister get eat smile face horn
10821,3,0,3,0,1,stop use quot bitch quot often everyday convers
10822,3,0,3,0,1,tel secret quot stupid hoe quot
10823,3,0,2,1,1,yet understand mani bytch gete bul pierc cale septic someth like that
10824,3,0,3,0,1,cale ugli whole life tho rt guy refer women bitch ugli lmao u disgust me
10825,3,0,0,3,2,hear bird sumer breze drive fast alon midnight
10826,3,0,0,3,2,hear thing day day bird
10827,3,0,3,0,1,heard bitch comit sin chipotl
10828,3,0,3,0,1,heard rumor vile hideous traitor bitch name pelosi parad around w ileg alien vet get shaft blodboil
10829,3,0,3,0,1,heard pop pusi low
10830,3,0,3,0,1,heard pusi niga hatin
10831,3,0,2,1,1,hit raw im listen papos
10832,3,0,3,0,1,honest understand men love bash women make fel god quot suck dick so god ho quot
10833,3,0,0,3,2,hope charli brought lube test
10834,3,0,3,0,1,hope trip fal pusi tunechi
10835,3,0,3,0,1,hope make money lol rt aye whr da hoe at
10836,3,0,0,3,2,hope yank get soriano shoulda never gave away alex rodriguez
10837,3,0,0,3,2,hope trash talk abt por product hurt chanc gete hire legal corespond jk cn
10838,3,0,3,0,1,hope acidentali get fat black bitch pregnant
10839,3,2,1,0,0,hope get eye cancer bitch
10840,3,0,2,1,1,hope realiz retard
10841,3,0,3,0,1,hope wrape give pusi break niga fuckin never date weari face
10842,3,0,0,3,2,hope dis come sever shock use color
10843,3,0,0,3,2,ignor bird
10844,3,1,2,0,1,impr da young white girl next doe take giant negro thang usin flip da hamburg da kolqueftribut
10845,3,0,3,0,1,jus wana live god stay fresh fuck bad bitch ok hand hundr point
10846,3,0,2,1,1,jus wana smoke rub bitch boti n bump quot day quot
10847,3,0,3,0,1,jus wana watch last episod orang new black netflix jus want bitch unamus face
10848,3,1,2,0,1,chilin tho fuck w hoe hoe niga know oper mayb wrong
10849,6,2,4,0,1,fuck bitch niga cufin hoe
10850,3,0,3,0,1,bitch slape brother
10851,3,0,3,0,1,bought bentley bitch came wit it
10852,3,0,3,0,1,date gheto as girl bruh
10853,3,0,2,1,1,imagin albino haha
10854,6,1,5,0,1,caught fat bitch slipin take selfi
10855,3,0,3,0,1,crack motherfuckin phone god damn fel like punch bitch motherfuckin throat
10856,3,1,2,0,1,dodg bulet crazi bitch
10857,3,1,2,0,1,get none peopl talk back gue folow hope folow back shit talk cracker
10858,3,0,3,0,1,fel love saw badest bitch drive e amg coup smile face heart eye smile face heart eye smile face heart eye smile face heart eye smile face heart eye smile face heart eye smile face heart eye smile face heart eye smile face heart eye smile face heart eye smile face heart eye smile face heart eye
10859,3,1,2,0,1,fuck albino weird like white bodi imperson black voic like igi azalea
10860,3,0,3,0,1,gete start oh ya got bitch
10861,4,0,4,0,1,got hype haha let go beat shit dat pusi as niqa
10862,3,0,3,0,1,heard mom go quot quot v anoy bitch fuck expect slept long hungri bye felecia
10863,3,0,3,0,1,herd random crepiest sound da fuck go outsid window loke bitch
10864,3,0,3,0,1,love quot tweak hoe tweak hoe song part se evil monkey we gete money bal sme sme
10865,3,0,0,3,2,might buy rod jersey newyork yank mlb
10866,3,0,3,0,1,might get rich might go broke bitch
10867,3,0,0,3,2,ned yank win penant
10868,3,0,3,0,1,ned know pusi like one time fine drizi lol
10869,3,0,0,3,2,put pan browni
10870,3,0,3,0,1,read proli twet difer girl long relationship end today damn quot yo hoe get slay quot
10871,3,0,0,3,2,saw man actual convers bird haha
10872,3,0,3,0,1,sen hit bitch cal hit bitch ugli shit funi ctfu
10873,3,0,3,0,1,sen ugliest bitch comerci histori monday night fotbal
10874,3,0,3,0,1,sen main bitch might fuck her
10876,3,0,3,0,1,touch pusi
10877,3,0,0,3,2,wana cudl boyfriend fuzi blanket amp drink hot tea hair play go bed
10878,3,0,2,1,1,wana fuck bad bitch
10879,3,0,3,0,1,wana get lift amp fuck exot bitch
10880,3,1,2,0,1,wana slap coupl x bitch
10881,3,2,1,0,0,wana slit mf throat
10882,3,0,3,0,1,wana touch da bitch fuck da bitch like bud trust bitch
10883,3,0,3,0,1,wana travel world bitch weari face
10884,3,0,3,0,1,want girl hoe al
10885,3,0,1,2,2,want oreo amp milk honest stop store amp pick way back lol
10886,6,1,5,0,1,want bad hoe wana reach children
10887,3,1,2,0,1,want beat fuck everyon stare like bitch stahp
10888,3,2,1,0,0,want punch throat get order wrong stupid bitch sonic
10889,3,0,0,3,2,want vanila oreo
10890,3,0,0,3,2,whipe homemad pickl eg home cripl made garlic
10891,3,0,3,0,1,wish girlfriend come home long night fuckin wit bitch club
10892,3,0,3,0,1,wish femal would lok miror b hop social network amp talk hoe
10893,3,0,3,0,1,wrote dawg as esay amp work bibliographi amp laptop froze im kil bitch get lost caus hadnt save it
10894,3,0,0,3,2,kep rune tres bird fli avoid erm target lack digest system
10895,3,0,2,1,1,kep se hoe cal hoe hoe confus
10896,3,0,3,0,1,kep badest hoe stay fresh head toe
10897,3,0,3,0,1,kep hoe check bounc
10898,3,0,3,0,1,knew new orlean nig would say someth crazi lol
10899,3,1,2,0,1,kno upsid cunt
10900,3,0,3,0,1,know talk lot shit bitch best believ back shit up
10901,3,0,1,2,2,know hilbili anyth beter big pot bean cornbread litl hot sauc top
10902,3,0,3,0,1,know move next year mom gona bitch whole time live her
10903,3,1,2,0,1,know og nigaz bitch
10904,3,0,3,0,1,know outback se outback hoe
10905,3,0,3,0,1,know lot use as hoe want bread whel niga go grind bitch exclam mark
10906,3,0,3,0,1,know bitch mad shit friend borow cloth amp bunch girl ig coment sayin cute outfit is
10907,3,0,3,0,1,know bitch sel pusi is
10908,3,0,3,0,1,know fel shit believ born heart la get anymor gheto that
10909,3,1,2,0,1,know im nigah saw that
10910,3,0,0,3,2,know right get one guy man one job josh outman yank
10911,3,3,0,0,0,know right rt hate fat loud bitch
10912,3,0,3,0,1,know shit everybodi care enough speak sugest bitch watch foreal
10913,3,0,3,0,1,know ratchet bitch rep north side
10914,3,0,3,0,1,know karma real hope col stil stupid as bitch ai fuckin x w you
10915,3,0,3,0,1,know karma real hope doin x col stil stupid as bitch ai fuckin x you
10916,3,0,3,0,1,know hoe
10917,3,1,2,0,1,know niglet heard scream face tear joy face tear joy
10918,3,0,3,0,1,know one hoe twiter right catfishin shit
10919,3,0,3,0,1,know wod kofi big e form r truth like quot ai bitch quot frohorsemen
10920,3,0,3,0,1,know bitch discus group mesag word quot ashol quot quot cute quot quot douch bag quot abus exces
10921,3,0,3,0,1,know yal bitch tel yal self whd would hustlelina face tear joy cuz yal ase stay folow smirk face
10922,3,0,3,0,1,know bitch hate low tho way nigaz world aford it
10923,3,0,3,0,1,know sen face gon send bitch ma way
10924,3,2,1,0,0,know x white folk playin wit color know place
10925,3,1,2,0,1,knw bitch niga frm way back u ah pusi u ah pusi now
10926,3,0,3,0,1,l v fuckin wit niga gete emot remind bitch blake
10927,3,0,3,0,1,laugh bitch
10928,3,0,3,0,1,learn everi bad bitch come wit mod swing like mortal kombat liu kang true mane
10929,3,0,0,3,2,learnt bird child best time learn
10930,3,0,3,0,1,let em go speak evil monkey rt u got two hoe u ned let one go
10931,6,0,6,0,1,let hoe make much
10932,3,0,3,0,1,lie fair place reno girl dres like cowgirl slut nitc hash tag bitch
10933,3,2,1,0,0,like chines bufet hate chink
10934,3,0,0,3,2,like river talk lot trash tel love game
10935,3,0,3,0,1,like col bad bitch know sexi atitud like eh whatev confus face unamus face
10936,3,0,3,0,1,like hoe like hoe amus
10937,3,0,3,0,1,like kid beyond scare straight act like hard as gangster end leav bale eye like bitch lol
10938,3,0,3,0,1,like bad bitch caus like bad bitch to
10939,3,0,3,0,1,like bad bitch caus like bad bitch smile face heart eye smile face heart eye face blow kis hay stuna
10940,3,0,3,0,1,like bad bitch that fuck problem
10941,3,0,3,0,1,like beamer benz porch like bitch import
10942,3,0,3,0,1,like teas dont give pusi fast
10943,3,0,3,0,1,like bitch like bitch
10944,3,0,3,0,1,like bitch money wing
10945,3,0,3,0,1,like chile bitch like fuck her
10946,3,0,3,0,1,like god wed like bad bitch rol it
10947,3,0,3,0,1,like herbal tea bitch mater anyon els doe
10948,3,0,3,0,1,like cay mf as favorit twet text bac face tear joy hate hoe
10949,3,2,1,0,0,like niga tri come im like bitch dont shit pusi
10950,3,0,3,0,1,like cal mcsuli like bad bitch pour honey silki bodi even s
10951,3,0,3,0,1,like folk act like word quot negro quot equival porch monkey spear chucker real
10952,3,0,3,0,1,like bitch bad wit lil atitud
10953,3,0,3,0,1,like bitch simpl laid back relax mental
10954,3,0,3,0,1,like seat low window slight crack ride wit bad hoe wit girlfriend back
10955,6,0,6,0,1,like say word pusi hoe ion whi
10956,3,2,1,0,0,like take niga hoe stop rais hand
10957,3,0,0,3,2,like yank toinight
10958,3,0,3,0,1,like but fuck fine ladi choke hold bitch wel mayb
10959,3,0,0,3,2,like mock apl legitim interest se wearabl lok like
10960,3,0,3,0,1,like wed browni coki im straight sein croke got muh tripi kit hope trip fal pusi tunchei
10961,6,0,0,6,2,like video sock fairi short film
10962,3,0,3,0,1,like video conor mcgregor trash talk chad mend quot rest bal forehead quot
10963,3,0,3,0,1,literali loke bc kid pusi
10964,3,0,0,3,2,live two bite browni
10965,3,0,3,0,1,live fast lane bitch
10966,3,0,3,0,1,lok beter bitch outfit flor myboy
10967,3,1,2,0,1,lok like denzel tilt head side bitch
10968,3,0,0,3,2,lok like dusti bird today
10969,3,0,3,0,1,loke retard
10970,3,0,3,0,1,lose ovo folow everi year bitch unfolow quot hold go home quot rant hoe athem hoe anthem
10971,3,0,3,0,1,lost respect brother caus act like straight bitch
10972,3,0,3,0,1,lost quot think god paper bitch quot fel bed fel bed slept flor
10973,3,0,3,0,1,lost partner bitch money never lost mind
10974,3,0,2,1,1,lost someth import last year excus litl selfish bitch victori hand unamus face
10975,3,0,0,3,2,love quot buter quot atcq would love q tip hok lope thre half minut instead phife trash vers
10976,6,1,5,0,1,love asian bitch
10977,3,0,3,0,1,love german wish nansemond bitch as it
10978,3,0,0,3,2,love liv get gheto
10979,3,0,3,0,1,love bitch rack own
10980,3,0,3,0,1,love bitch im ridin bitch mater what
10981,3,2,1,0,0,love peopl one fag goe schol catch ninja star face asap
10982,3,0,3,0,1,love bad bitch smile face heart eye smile face heart eye smile face heart eye
10983,3,0,3,0,1,love bad bitch fuck hobi yeah four like fuck dogi
10984,3,0,3,0,1,love bad bitch fuckin problem
10985,3,0,3,0,1,love bad bitch that fuckin problem foreal real shit cant even help it
10986,9,3,6,0,1,love fagot absolut love especiali one dres tea smile face heart eye smile face heart eye person tipe hand
10987,6,1,5,0,1,love fat bitch
10988,3,0,3,0,1,love fat bitch fuck problem
10989,6,0,6,0,1,love flirt money bitch get time eye smirk face smirk face
10990,3,0,0,3,2,love float monkey head much next person activ surplus x websit redonkulus
10991,3,2,1,0,0,love fuckin wit peopl givin gredi as niga old cracker wit expir chese dey calin like niga im shitin likea gose
10992,3,1,2,0,1,love go loke gun wife talk spanish redneck stare us reconsid a
10993,3,0,3,0,1,love everybodi bitch heat fan win lose hater x obnoxi
10994,3,0,3,0,1,love bitch talkin singl life best life bitchin complain ned boyfriend wtf
10995,3,0,3,0,1,love hoe like omg warp tour yay gay
10996,3,0,3,0,1,love brother actuali tri understand girl se point view argu instead bitch it
10997,3,0,3,0,1,love peopl use twiter bitch complain fuckyou
10998,3,0,0,3,2,love mari stil quer mesi funi fabul dramat comun alway love us
10999,3,0,0,3,2,love jig jig face tear joy
11000,3,0,3,0,1,love live minesota weather bad enough peopl bitch anyth serious stay safe east coast
11001,3,0,0,3,2,love chunki babi smile face heart eye smile face heart eye
11002,3,0,3,0,1,love fresh pusi eat bufet
11004,3,0,3,0,1,love money fuc bitch stres myself
11005,3,0,3,0,1,love hater bigest fan field dem bitch stand
11006,3,0,0,3,2,love acoust dome halway favorit place sing public lie
11007,3,0,3,0,1,love stupid holiday comerci thought go get car nope bitch got ugli as sweater
11008,6,0,6,0,1,love bitch dear heart
11009,3,0,3,0,1,love ho
11010,3,0,3,0,1,love eat pusi love invest
11011,3,0,3,0,1,love fed pusi
11012,3,0,0,3,2,love watch bird migrat wish understod peac sight
11013,3,0,0,3,2,love wear fuzi sock work
11014,3,0,3,0,1,love girl pas guy want someth real treat right guy use em cuz bitch it
11015,3,0,3,0,1,love friend let use phone stalk bitch block facebok
11016,3,0,3,0,1,love mom goe groceri store get home cari suck monkey nut
11017,3,0,3,0,1,love peopl bitch athlet pay much like would turn milion fuck ever
11018,3,0,3,0,1,love pusi smack sound like u mix spagheti squint face tongu
11019,3,1,2,0,1,love niguh grown as man
11020,6,0,6,0,1,love much long could nigah
11021,3,0,0,3,2,luh lick midl like oreo
11022,3,0,0,3,2,luv watch gas monkey havin clasic there
11023,3,0,3,0,1,made ya bitch sic wit one face tear joy
11024,3,0,3,0,1,made bitch
11025,6,0,6,0,1,make bitch fli like peter pan do
11026,3,0,2,1,1,masturb lingeri catalog spite dare throw trash get lok it
11027,3,0,0,3,2,may may least fob relat tato alreadi plane out
11028,3,0,3,0,1,mean like get nasti tote as bitch face ai freaki zone
11029,3,0,3,0,1,mean bitch whilin gone get knock tf out
11030,4,1,3,0,1,mean cunt cunt hapen
11031,3,0,1,2,2,mean pl confus use quot quot quot quot nica use word quot two quot use quot quot unamus face
11032,3,0,3,0,1,mean get mari long sign prenupti agrement bitch
11033,3,1,2,0,1,mean gue start use sinc fagot facebok block say mean thing ladi gaga
11034,3,0,0,3,2,mean blow foul yelow situat no
11035,3,0,3,0,1,meant bitch niga
11036,3,0,3,0,1,might freak bitch dont ned bitch open hand
11037,6,2,4,0,1,mis brit god damn bitch real niga babi person tipe hand smile face sunglas rais hand person gestur hundr point clape hand se evil monkey
11038,3,0,0,3,2,mis twinki susi qs tragic los societi next pixi turtl
11039,3,1,2,0,1,mis jihadist bitch croshair ah god ol day
11040,3,0,3,0,1,mis bitch one fuck whatev
11041,3,0,3,0,1,mis fag friend
11042,3,0,3,0,1,mis flip phone bitch never die
11043,3,0,0,3,2,mis monkey confus face
11044,6,0,6,0,1,mis we cheki cunt sad time misabi
11045,3,2,0,1,0,mise someth ofay friend day scare da recent hapen chu wori ol lamar say like da color folk
11046,3,1,2,0,1,move nigah anyway
11047,3,0,3,0,1,must bitch
11048,4,0,4,0,1,must pise niga aha um hoe amp act outa line face tear joy loud cri face
11049,3,0,3,0,1,name niga nba playersmi niga lari bird strait fuckinshot
11050,3,0,3,0,1,name dick truth cuz bitch handl lmao
11051,3,0,3,0,1,name peni quot truth quot bitch handl it
11052,3,0,3,0,1,ned belgian wafl coupl bad bitch
11053,3,0,0,3,2,ned spanish woman gheto name cok u til casket curvi
11054,3,0,2,1,1,ned bad bitch that gon treat god
11055,7,0,7,0,1,ned bitch
11056,3,0,3,0,1,ned bitch confus face
11057,6,1,5,0,1,ned bitch drop lol
11058,3,0,3,0,1,ned bitch go like ned beat
11059,6,0,6,0,1,ned bitch top til get slepi slepe face
11060,3,0,0,3,2,ned cowboy kiler cold one probabl tire tho get squint face tongu
11061,3,0,3,0,1,ned girl jamaica fuck basic black bitch
11062,3,0,1,2,2,ned heat bra nip hurt bad
11063,3,0,3,0,1,ned new bitch
11064,3,0,3,0,1,ned tripi bitch ai wit cute shit
11065,3,0,0,3,2,ned like fuzi blanket slep smile face heart eye kis mark
11066,3,0,3,0,1,ned bitch
11067,9,0,9,0,1,ned real loyal as bitch smile face heart eye weari face unamus face face steam nose hundr point
11068,3,0,3,0,1,ned one quot research quot stret sign near usa hang bitch bed lol
11069,3,0,1,2,2,ned slep sem get place let clam slep
11070,3,0,3,0,1,ned god pusi fuck
11071,3,0,3,0,1,ned new hoe
11072,3,0,3,0,1,ned sum hoe ah sum cuz wake hela email loud cri face pistol godmor godnight text shit even singl text rais hand expresionl face
11073,3,0,3,0,1,ned chang first im retard fuck
11074,3,2,1,0,0,ned chat dat nica lol
11075,4,0,3,1,1,ned jump shop fritag ber hate loke like od ned get fag tae go lok like junki
11076,3,0,0,3,2,ned pick two wig agoni cute multi color bob red stevi nick cur one
11077,3,0,3,0,1,ned hoe
11078,3,0,3,0,1,ned stop litl bitch lol
11079,3,3,0,0,0,never friend entir time live virginia one col hope white trash southern die
11080,3,0,2,1,1,never play bitch bitch definit play self
11081,3,0,3,0,1,never put hoe b bros
11082,3,1,2,0,1,never sen asian chines bitch pregnant shit throught kid spawn like cal duti face tear joy loud cri face
11083,3,1,2,0,1,never thought could irit like pleas stop fuck bitch surpris boyfriend put stupidspec
11084,3,0,0,3,2,nicknam lux coach k without would never heard duke lol charli
11085,3,0,3,0,1,tri everyth bitch said want man shit get anywher
11086,3,0,3,0,1,bring lat name hoe know kid ned know
11087,3,0,3,0,1,fuck bad bitch stif
11088,3,0,3,0,1,like women pusi smel like burnt chese
11089,3,0,3,0,1,respect bitch respect theyself tru
11090,3,0,3,0,1,wana se bad bitch snap chat
11091,3,0,3,0,1,ont care cuz got hoe dat rite got plenti em
